"DataSet","Pipeline","RMSE"
"SRPB","ANTs",9.2455368601764
"SRPB","ANTsXNet",8.45168133312894
"SRPB","ANTs",9.32897055054798
"SRPB","ANTsXNet",8.50887939449919
"SRPB","ANTs",9.09794414138811
"SRPB","ANTsXNet",8.6093273196096
"SRPB","ANTs",8.76173268403311
"SRPB","ANTsXNet",8.36857294838047
"SRPB","ANTs",9.81639577706536
"SRPB","ANTsXNet",8.74048700745726
"SRPB","ANTs",9.33165661823221
"SRPB","ANTsXNet",8.62512882670658
"SRPB","ANTs",9.25865919848242
"SRPB","ANTsXNet",8.37568271574177
"SRPB","ANTs",9.47495342297671
"SRPB","ANTsXNet",8.6942888541094
"SRPB","ANTs",8.93267153439344
"SRPB","ANTsXNet",8.11761509543281
"SRPB","ANTs",9.06557145638551
"SRPB","ANTsXNet",8.12164544559379
"SRPB","ANTs",9.44930459686222
"SRPB","ANTsXNet",8.75526492573201
"SRPB","ANTs",9.12060660454471
"SRPB","ANTsXNet",8.28307184907146
"SRPB","ANTs",9.09216413930997
"SRPB","ANTsXNet",7.88048662565264
"SRPB","ANTs",9.21933041805884
"SRPB","ANTsXNet",8.26714557089753
"SRPB","ANTs",9.44177130283864
"SRPB","ANTsXNet",8.01280262954915
"SRPB","ANTs",9.70535499193686
"SRPB","ANTsXNet",9.13765338017546
"SRPB","ANTs",8.82833812210975
"SRPB","ANTsXNet",8.50183190774881
"SRPB","ANTs",9.84987757279331
"SRPB","ANTsXNet",8.69147722644722
"SRPB","ANTs",9.15104646391966
"SRPB","ANTsXNet",8.4155562951168
"SRPB","ANTs",10.0240825649888
"SRPB","ANTsXNet",8.69522596147764
"SRPB","ANTs",8.72294004236614
"SRPB","ANTsXNet",8.26869295376121
"SRPB","ANTs",9.03196777281742
"SRPB","ANTsXNet",8.50558527841631
"SRPB","ANTs",9.2346105568502
"SRPB","ANTsXNet",8.07275133252839
"SRPB","ANTs",9.58124100977231
"SRPB","ANTsXNet",8.75673429599226
"SRPB","ANTs",9.84458006670424
"SRPB","ANTsXNet",8.48327930450932
"SRPB","ANTs",9.55993132278639
"SRPB","ANTsXNet",8.73262545019828
"SRPB","ANTs",9.36157279451003
"SRPB","ANTsXNet",8.58671431496782
"SRPB","ANTs",9.48369984421606
"SRPB","ANTsXNet",8.41861896406343
"SRPB","ANTs",10.1793842280388
"SRPB","ANTsXNet",9.07447648671192
"SRPB","ANTs",9.0210183899465
"SRPB","ANTsXNet",8.39191499649551
"SRPB","ANTs",9.4129841766402
"SRPB","ANTsXNet",8.50825997306047
"SRPB","ANTs",9.69601571926742
"SRPB","ANTsXNet",8.75607385615387
"SRPB","ANTs",9.33198639734466
"SRPB","ANTsXNet",8.6701333594036
"SRPB","ANTs",10.2108753471507
"SRPB","ANTsXNet",8.61116415451853
"SRPB","ANTs",9.49387336229404
"SRPB","ANTsXNet",8.56546875566328
"SRPB","ANTs",9.22777342716155
"SRPB","ANTsXNet",8.62014481813093
"SRPB","ANTs",9.41280028961666
"SRPB","ANTsXNet",8.08451108451005
"SRPB","ANTs",8.74428553433305
"SRPB","ANTsXNet",7.97735187077357
"SRPB","ANTs",9.6169835329122
"SRPB","ANTsXNet",9.02690934556652
"SRPB","ANTs",8.64423029799704
"SRPB","ANTsXNet",8.07035758652188
"SRPB","ANTs",9.86765396428831
"SRPB","ANTsXNet",8.62054532593747
"SRPB","ANTs",9.895953409675
"SRPB","ANTsXNet",8.81594180704812
"SRPB","ANTs",9.72447827317636
"SRPB","ANTsXNet",8.93210418180904
"SRPB","ANTs",9.04594811992473
"SRPB","ANTsXNet",8.22650651975613
"SRPB","ANTs",9.86472551114625
"SRPB","ANTsXNet",8.79701033290755
"SRPB","ANTs",9.25933113513443
"SRPB","ANTsXNet",8.68856563952175
"SRPB","ANTs",9.26133715252518
"SRPB","ANTsXNet",8.15560826796683
"SRPB","ANTs",8.92228093147404
"SRPB","ANTsXNet",8.38688370595015
"SRPB","ANTs",8.88699700790249
"SRPB","ANTsXNet",7.95795313519764
"SRPB","ANTs",9.18609968693168
"SRPB","ANTsXNet",8.44227161071819
"SRPB","ANTs",8.92423334179991
"SRPB","ANTsXNet",8.2161143329511
"SRPB","ANTs",9.88802531701022
"SRPB","ANTsXNet",8.64477939075531
"SRPB","ANTs",9.68706799489378
"SRPB","ANTsXNet",8.48078447301894
"SRPB","ANTs",8.88331195075208
"SRPB","ANTsXNet",8.14424385427947
"SRPB","ANTs",9.40292152531961
"SRPB","ANTsXNet",8.21261302372049
"SRPB","ANTs",9.02165750131129
"SRPB","ANTsXNet",8.5076238310118
"SRPB","ANTs",9.36774685208199
"SRPB","ANTsXNet",8.63024108422053
"SRPB","ANTs",9.35304686662534
"SRPB","ANTsXNet",8.2432429579621
"SRPB","ANTs",9.16160900099737
"SRPB","ANTsXNet",8.25035835840972
"SRPB","ANTs",9.26894834512658
"SRPB","ANTsXNet",8.54063593309134
"SRPB","ANTs",8.72732580750271
"SRPB","ANTsXNet",8.32336200388852
"SRPB","ANTs",9.63127753448399
"SRPB","ANTsXNet",8.44768710876728
"SRPB","ANTs",9.24253016356711
"SRPB","ANTsXNet",8.2040093716699
"SRPB","ANTs",9.53062683087803
"SRPB","ANTsXNet",8.44389802272377
"SRPB","ANTs",9.46431723129821
"SRPB","ANTsXNet",8.48491397633258
"SRPB","ANTs",9.31113366467543
"SRPB","ANTsXNet",8.33171697707199
"SRPB","ANTs",9.45883377561633
"SRPB","ANTsXNet",8.61036692506759
"SRPB","ANTs",9.04731355956682
"SRPB","ANTsXNet",8.53724029209664
"SRPB","ANTs",8.79715143609348
"SRPB","ANTsXNet",8.17976764412735
"SRPB","ANTs",8.96024784856513
"SRPB","ANTsXNet",8.09745897195476
"SRPB","ANTs",10.4968743840713
"SRPB","ANTsXNet",8.93954348212296
"SRPB","ANTs",8.59980773742616
"SRPB","ANTsXNet",8.29977841425783
"SRPB","ANTs",9.22805544375666
"SRPB","ANTsXNet",8.43750608100426
"SRPB","ANTs",9.48620659326929
"SRPB","ANTsXNet",8.34321160572805
"SRPB","ANTs",9.0512408645264
"SRPB","ANTsXNet",8.42968814965748
"SRPB","ANTs",9.62658825939312
"SRPB","ANTsXNet",8.64968189720025
"SRPB","ANTs",9.28922196703554
"SRPB","ANTsXNet",8.67539273813837
"SRPB","ANTs",8.74963460242264
"SRPB","ANTsXNet",8.32360041842884
"SRPB","ANTs",9.29675789646716
"SRPB","ANTsXNet",8.53726360657559
"SRPB","ANTs",9.55909295656089
"SRPB","ANTsXNet",8.85399088029689
"SRPB","ANTs",8.97077036315519
"SRPB","ANTsXNet",8.38359797230826
"SRPB","ANTs",8.65326220798788
"SRPB","ANTsXNet",8.63641827089158
"SRPB","ANTs",9.56654046014481
"SRPB","ANTsXNet",8.42616169179462
"SRPB","ANTs",9.74854799765295
"SRPB","ANTsXNet",8.42807634096251
"SRPB","ANTs",9.22811660407514
"SRPB","ANTsXNet",8.51066359556216
"SRPB","ANTs",9.24941164127683
"SRPB","ANTsXNet",8.58694246397948
"SRPB","ANTs",9.54201389215377
"SRPB","ANTsXNet",8.38629073714804
"SRPB","ANTs",9.47583274911419
"SRPB","ANTsXNet",8.38728454394579
"SRPB","ANTs",9.09646866092003
"SRPB","ANTsXNet",8.59399979573483
"SRPB","ANTs",9.54348335807132
"SRPB","ANTsXNet",8.60105391812832
"SRPB","ANTs",9.13277867619498
"SRPB","ANTsXNet",8.43872572529328
"SRPB","ANTs",9.26736195467504
"SRPB","ANTsXNet",8.07820180426246
"SRPB","ANTs",9.72215653357442
"SRPB","ANTsXNet",8.84537312045257
"SRPB","ANTs",9.22457245733356
"SRPB","ANTsXNet",7.98673315409292
"SRPB","ANTs",9.14650933961436
"SRPB","ANTsXNet",8.39114240210814
"SRPB","ANTs",9.08507765816738
"SRPB","ANTsXNet",8.68261556425547
"SRPB","ANTs",9.21566391221465
"SRPB","ANTsXNet",7.8738227422333
"SRPB","ANTs",9.12575708290393
"SRPB","ANTsXNet",8.49922910522237
"SRPB","ANTs",9.27541631232885
"SRPB","ANTsXNet",8.66355677575622
"SRPB","ANTs",8.97122286205735
"SRPB","ANTsXNet",8.72205510965889
"SRPB","ANTs",8.81380523691084
"SRPB","ANTsXNet",7.79069551584767
"SRPB","ANTs",9.36187162742473
"SRPB","ANTsXNet",8.68356191509488
"SRPB","ANTs",9.37785910493572
"SRPB","ANTsXNet",8.46576206868159
"SRPB","ANTs",9.02676761160082
"SRPB","ANTsXNet",8.03190821081152
"SRPB","ANTs",9.08028466626376
"SRPB","ANTsXNet",8.48259256810703
"SRPB","ANTs",9.35626193364412
"SRPB","ANTsXNet",8.44088019753707
"SRPB","ANTs",9.42539390299306
"SRPB","ANTsXNet",8.12776074474046
"SRPB","ANTs",8.96712885967546
"SRPB","ANTsXNet",8.14494639488228
"SRPB","ANTs",8.48998690318056
"SRPB","ANTsXNet",7.64411512917685
"SRPB","ANTs",9.36021714437295
"SRPB","ANTsXNet",8.40782269258803
"SRPB","ANTs",8.88670331621644
"SRPB","ANTsXNet",8.35089221756896
"SRPB","ANTs",8.8865905590157
"SRPB","ANTsXNet",8.24376676450324
"SRPB","ANTs",9.47954067795468
"SRPB","ANTsXNet",8.38747202357194
"SRPB","ANTs",8.58521453026646
"SRPB","ANTsXNet",7.83413897602203
"SRPB","ANTs",9.37280096202013
"SRPB","ANTsXNet",8.31179770743289
"SRPB","ANTs",9.28834922899842
"SRPB","ANTsXNet",8.9138316292863
"SRPB","ANTs",9.10054477442873
"SRPB","ANTsXNet",8.34301304790591
"SRPB","ANTs",9.20674261071386
"SRPB","ANTsXNet",8.24845865017403
"SRPB","ANTs",9.36442378564598
"SRPB","ANTsXNet",8.71663728378307
"SRPB","ANTs",9.30468295125932
"SRPB","ANTsXNet",8.10551300556191
"SRPB","ANTs",9.60344793956019
"SRPB","ANTsXNet",8.52708984828436
"SRPB","ANTs",10.1001105678556
"SRPB","ANTsXNet",8.71238195703747
"SRPB","ANTs",9.4340619823716
"SRPB","ANTsXNet",8.38152244076499
"SRPB","ANTs",9.01784162871268
"SRPB","ANTsXNet",8.6413344059117
"SRPB","ANTs",9.27850553923547
"SRPB","ANTsXNet",8.21649787000343
"SRPB","ANTs",9.95184374358333
"SRPB","ANTsXNet",8.75805613751046
"SRPB","ANTs",9.56770615936763
"SRPB","ANTsXNet",8.18007459834955
"SRPB","ANTs",8.98571046843615
"SRPB","ANTsXNet",8.2526389367105
"SRPB","ANTs",8.97497487337621
"SRPB","ANTsXNet",7.85837903691831
"SRPB","ANTs",9.00016966046065
"SRPB","ANTsXNet",7.75064927722556
"SRPB","ANTs",9.30839120571908
"SRPB","ANTsXNet",8.69584295289387
"SRPB","ANTs",9.26333314927301
"SRPB","ANTsXNet",8.10653143090403
"SRPB","ANTs",9.82592474303539
"SRPB","ANTsXNet",8.67286454625658
"SRPB","ANTs",9.54370643976518
"SRPB","ANTsXNet",8.64960816310526
"SRPB","ANTs",8.75235080262023
"SRPB","ANTsXNet",8.01682443401829
"SRPB","ANTs",9.53214547533739
"SRPB","ANTsXNet",8.33639485260412
"SRPB","ANTs",9.30083964987905
"SRPB","ANTsXNet",9.16950830324137
"SRPB","ANTs",9.23069252672122
"SRPB","ANTsXNet",8.55776318726396
"SRPB","ANTs",9.67671639839356
"SRPB","ANTsXNet",8.75402028091564
"SRPB","ANTs",9.26585658009049
"SRPB","ANTsXNet",8.3049103319959
"SRPB","ANTs",8.76816725098605
"SRPB","ANTsXNet",8.19688372370516
"SRPB","ANTs",8.9313997819811
"SRPB","ANTsXNet",8.0805871705273
"SRPB","ANTs",8.87483420202136
"SRPB","ANTsXNet",8.0901230383138
"SRPB","ANTs",9.00858045707645
"SRPB","ANTsXNet",8.34968596608469
"SRPB","ANTs",9.36484824646353
"SRPB","ANTsXNet",8.26618507894331
"SRPB","ANTs",9.27639769477506
"SRPB","ANTsXNet",8.77839878948842
"SRPB","ANTs",9.91441794804715
"SRPB","ANTsXNet",8.81831250051012
"SRPB","ANTs",9.37970003112298
"SRPB","ANTsXNet",8.57899234694722
"SRPB","ANTs",9.77117546720833
"SRPB","ANTsXNet",8.70183541263014
"SRPB","ANTs",9.18415455182535
"SRPB","ANTsXNet",8.43656549599454
"SRPB","ANTs",9.35793583903565
"SRPB","ANTsXNet",8.25951079856827
"SRPB","ANTs",9.36063799535478
"SRPB","ANTsXNet",8.6143527674558
"SRPB","ANTs",9.31438741496199
"SRPB","ANTsXNet",8.78416289183093
"SRPB","ANTs",9.45659847979325
"SRPB","ANTsXNet",8.68998194598942
"SRPB","ANTs",9.49156905134884
"SRPB","ANTsXNet",8.2791664718937
"SRPB","ANTs",8.95507010297523
"SRPB","ANTsXNet",8.30896466101765
"SRPB","ANTs",9.2068525539339
"SRPB","ANTsXNet",8.56696324438762
"SRPB","ANTs",9.59085377330987
"SRPB","ANTsXNet",8.68062264148028
"SRPB","ANTs",9.19920915875391
"SRPB","ANTsXNet",8.63208338812323
"SRPB","ANTs",9.27138537987427
"SRPB","ANTsXNet",8.33196865232124
"SRPB","ANTs",9.69068694688489
"SRPB","ANTsXNet",8.51586691595693
"SRPB","ANTs",9.54495810060794
"SRPB","ANTsXNet",8.44546288500093
"SRPB","ANTs",9.57549379387694
"SRPB","ANTsXNet",8.5393976944996
"SRPB","ANTs",9.65220490067289
"SRPB","ANTsXNet",9.14936666872086
"SRPB","ANTs",9.52182127295859
"SRPB","ANTsXNet",8.64535087259403
"SRPB","ANTs",9.46991008436164
"SRPB","ANTsXNet",8.37123745533908
"SRPB","ANTs",8.86875130151839
"SRPB","ANTsXNet",8.34092469298539
"SRPB","ANTs",9.36844416536091
"SRPB","ANTsXNet",8.66318829324233
"SRPB","ANTs",9.64820681550994
"SRPB","ANTsXNet",8.54232512230584
"SRPB","ANTs",9.5056996096151
"SRPB","ANTsXNet",8.22308768363358
"SRPB","ANTs",9.29297406507103
"SRPB","ANTsXNet",8.72707897396389
"SRPB","ANTs",9.29070437591492
"SRPB","ANTsXNet",8.07518134523052
"SRPB","ANTs",9.44177985298019
"SRPB","ANTsXNet",8.36041255953544
"SRPB","ANTs",8.29571381640531
"SRPB","ANTsXNet",8.02478587108932
"SRPB","ANTs",9.00306798268902
"SRPB","ANTsXNet",8.2963755754146
"SRPB","ANTs",9.81512271352187
"SRPB","ANTsXNet",8.65012855105278
"SRPB","ANTs",8.8478249007698
"SRPB","ANTsXNet",7.86294831338398
"SRPB","ANTs",9.43364336209983
"SRPB","ANTsXNet",8.41125571454161
"SRPB","ANTs",9.61800112784038
"SRPB","ANTsXNet",8.57664935369467
"SRPB","ANTs",9.61716552215087
"SRPB","ANTsXNet",8.79701923915011
"SRPB","ANTs",9.24610548520629
"SRPB","ANTsXNet",8.8657096522736
"SRPB","ANTs",10.0522052678329
"SRPB","ANTsXNet",8.68403258907045
"SRPB","ANTs",9.46255793354659
"SRPB","ANTsXNet",9.00827330491372
"SRPB","ANTs",9.56035639617819
"SRPB","ANTsXNet",8.58048838767729
"SRPB","ANTs",8.60297611715099
"SRPB","ANTsXNet",8.11699156706174
"SRPB","ANTs",9.07728940169697
"SRPB","ANTsXNet",8.11532900900009
"SRPB","ANTs",8.85866441572416
"SRPB","ANTsXNet",7.82608688257721
"SRPB","ANTs",9.35277057040126
"SRPB","ANTsXNet",8.30619174735416
"SRPB","ANTs",9.29604786815708
"SRPB","ANTsXNet",8.55121443847678
"SRPB","ANTs",9.97888781526117
"SRPB","ANTsXNet",8.77330522937529
"SRPB","ANTs",9.75937294415222
"SRPB","ANTsXNet",9.17772035750387
"SRPB","ANTs",9.60656923064737
"SRPB","ANTsXNet",9.05990182625509
"SRPB","ANTs",10.4624044136239
"SRPB","ANTsXNet",8.90254572455706
"SRPB","ANTs",9.54610149730837
"SRPB","ANTsXNet",8.32458676462581
"SRPB","ANTs",9.64372245440549
"SRPB","ANTsXNet",8.90130679974246
"SRPB","ANTs",9.00947026630698
"SRPB","ANTsXNet",8.38003108650829
"SRPB","ANTs",9.52676841829262
"SRPB","ANTsXNet",9.04139989901069
"SRPB","ANTs",9.30904596067733
"SRPB","ANTsXNet",8.27609336388585
"SRPB","ANTs",9.87287163762995
"SRPB","ANTsXNet",8.58797569178202
"SRPB","ANTs",9.68402437933007
"SRPB","ANTsXNet",8.44446210709882
"SRPB","ANTs",10.0180308191428
"SRPB","ANTsXNet",8.65401007888921
"SRPB","ANTs",8.92960163521621
"SRPB","ANTsXNet",8.3823430979436
"SRPB","ANTs",9.03846119562206
"SRPB","ANTsXNet",8.07162914352663
"SRPB","ANTs",9.06172295363392
"SRPB","ANTsXNet",8.10934957158014
"SRPB","ANTs",9.26145837136097
"SRPB","ANTsXNet",8.95650533255805
"SRPB","ANTs",8.96430627892597
"SRPB","ANTsXNet",8.21244162890857
"SRPB","ANTs",9.76295147634657
"SRPB","ANTsXNet",8.47605948949495
"SRPB","ANTs",9.12845991184673
"SRPB","ANTsXNet",8.42228802131686
"SRPB","ANTs",9.26525356508289
"SRPB","ANTsXNet",8.96244534120723
"SRPB","ANTs",9.22976815747663
"SRPB","ANTsXNet",8.39604157777922
"SRPB","ANTs",9.27483817548663
"SRPB","ANTsXNet",8.61824106322985
"SRPB","ANTs",9.578377207765
"SRPB","ANTsXNet",8.32692295676358
"SRPB","ANTs",9.56832820605861
"SRPB","ANTsXNet",8.76250303561854
"SRPB","ANTs",9.39051329846271
"SRPB","ANTsXNet",8.49211820546125
"SRPB","ANTs",9.67156666683304
"SRPB","ANTsXNet",8.6359028983573
"SRPB","ANTs",9.37157842227721
"SRPB","ANTsXNet",8.10329921506111
"SRPB","ANTs",9.50568305234646
"SRPB","ANTsXNet",8.55574857797933
"SRPB","ANTs",8.87844824595875
"SRPB","ANTsXNet",8.25703276436271
"SRPB","ANTs",9.51541813017698
"SRPB","ANTsXNet",8.84454046933742
"SRPB","ANTs",9.59763716408873
"SRPB","ANTsXNet",8.39806381106587
"SRPB","ANTs",9.31980791981347
"SRPB","ANTsXNet",8.57348489408242
"SRPB","ANTs",9.3123394806312
"SRPB","ANTsXNet",8.75871464438178
"SRPB","ANTs",9.10005099414738
"SRPB","ANTsXNet",8.47609829042034
"SRPB","ANTs",10.0327781242958
"SRPB","ANTsXNet",8.83391716329994
"SRPB","ANTs",9.6737639255301
"SRPB","ANTsXNet",8.30267311694053
"SRPB","ANTs",9.88352875505089
"SRPB","ANTsXNet",8.40283769917161
"SRPB","ANTs",9.08739165698127
"SRPB","ANTsXNet",8.38448929247344
"SRPB","ANTs",9.10293043588439
"SRPB","ANTsXNet",8.12681356225077
"SRPB","ANTs",9.47496624807219
"SRPB","ANTsXNet",8.6322308814448
"SRPB","ANTs",9.07491129646641
"SRPB","ANTsXNet",8.32859781540655
"SRPB","ANTs",9.63474763905968
"SRPB","ANTsXNet",8.94715861118922
"SRPB","ANTs",9.09979660616882
"SRPB","ANTsXNet",8.38504209532243
"SRPB","ANTs",9.48558030240731
"SRPB","ANTsXNet",8.20157282299415
"SRPB","ANTs",9.55052641629115
"SRPB","ANTsXNet",8.56840831725469
"SRPB","ANTs",9.24223473003003
"SRPB","ANTsXNet",8.05917170202626
"SRPB","ANTs",9.21133166330274
"SRPB","ANTsXNet",7.98552122654643
"SRPB","ANTs",9.56233251117904
"SRPB","ANTsXNet",8.63704419327489
"SRPB","ANTs",9.05563965181512
"SRPB","ANTsXNet",7.92010907595019
"SRPB","ANTs",9.25019751800708
"SRPB","ANTsXNet",8.37298049403569
"SRPB","ANTs",9.38010905986868
"SRPB","ANTsXNet",8.61051485844781
"SRPB","ANTs",9.02385521372263
"SRPB","ANTsXNet",8.25378768538766
"SRPB","ANTs",9.15718807705504
"SRPB","ANTsXNet",8.22697973461956
"SRPB","ANTs",10.0160569349464
"SRPB","ANTsXNet",8.77765039611531
"SRPB","ANTs",9.74055225963376
"SRPB","ANTsXNet",8.5671143398432
"SRPB","ANTs",9.13187268713
"SRPB","ANTsXNet",8.39099891412172
"SRPB","ANTs",9.61449765370009
"SRPB","ANTsXNet",8.67854346786584
"SRPB","ANTs",8.94683691701487
"SRPB","ANTsXNet",8.32184620143503
"SRPB","ANTs",9.72365076082464
"SRPB","ANTsXNet",9.02639411834575
"SRPB","ANTs",9.1560089883866
"SRPB","ANTsXNet",8.0967005191941
"SRPB","ANTs",9.43693124479855
"SRPB","ANTsXNet",8.11321785854225
"SRPB","ANTs",9.40955245538901
"SRPB","ANTsXNet",8.59478698176125
"SRPB","ANTs",8.89178399723187
"SRPB","ANTsXNet",8.39962269969904
"SRPB","ANTs",9.99960811690277
"SRPB","ANTsXNet",8.16771230153292
"SRPB","ANTs",8.97134076488153
"SRPB","ANTsXNet",8.79113242941453
"SRPB","ANTs",9.35693191066373
"SRPB","ANTsXNet",8.8674426928154
"SRPB","ANTs",9.45987223135212
"SRPB","ANTsXNet",8.66760310357151
"SRPB","ANTs",9.63287568097251
"SRPB","ANTsXNet",8.78100425214347
"SRPB","ANTs",9.28794610566958
"SRPB","ANTsXNet",8.32903451745964
"SRPB","ANTs",9.66180128472752
"SRPB","ANTsXNet",8.49041476158824
"SRPB","ANTs",9.29614900260999
"SRPB","ANTsXNet",8.08889926563451
"SRPB","ANTs",8.87687179431134
"SRPB","ANTsXNet",8.25876384806837
"SRPB","ANTs",9.28590218473434
"SRPB","ANTsXNet",8.77154151464528
"SRPB","ANTs",9.2514682820302
"SRPB","ANTsXNet",8.37602361196936
"SRPB","ANTs",9.41072295339683
"SRPB","ANTsXNet",8.59906165557341
"SRPB","ANTs",8.52497314052232
"SRPB","ANTsXNet",7.94585049462326
"SRPB","ANTs",9.08057544887161
"SRPB","ANTsXNet",8.17245233676758
"SRPB","ANTs",9.17083816472027
"SRPB","ANTsXNet",8.14839411129447
"SRPB","ANTs",9.83180185743193
"SRPB","ANTsXNet",8.48372752137628
"SRPB","ANTs",9.18959329130662
"SRPB","ANTsXNet",8.67405262284423
"SRPB","ANTs",9.21993728527954
"SRPB","ANTsXNet",8.36193212041937
"SRPB","ANTs",9.58020810450645
"SRPB","ANTsXNet",8.97319649309491
"SRPB","ANTs",9.38272224858257
"SRPB","ANTsXNet",8.68325100829684
"SRPB","ANTs",9.14925723107338
"SRPB","ANTsXNet",8.40792582452391
"SRPB","ANTs",8.64815114346135
"SRPB","ANTsXNet",8.26503116828139
"SRPB","ANTs",9.5641533564791
"SRPB","ANTsXNet",8.43806745501261
"SRPB","ANTs",9.74195752653305
"SRPB","ANTsXNet",8.54879972428094
"SRPB","ANTs",9.38608279005036
"SRPB","ANTsXNet",8.3558624525156
"SRPB","ANTs",9.48940510683513
"SRPB","ANTsXNet",8.29613212235511
"SRPB","ANTs",9.72866183067824
"SRPB","ANTsXNet",8.60907215406321
"SRPB","ANTs",9.27069415293335
"SRPB","ANTsXNet",8.902350114042
"SRPB","ANTs",9.2333465020495
"SRPB","ANTsXNet",8.39319187789203
"SRPB","ANTs",8.87395097293713
"SRPB","ANTsXNet",8.73864552142034
"SRPB","ANTs",9.17705480410297
"SRPB","ANTsXNet",8.22089980140966
"SRPB","ANTs",9.38980776898122
"SRPB","ANTsXNet",8.52018552598127
"SRPB","ANTs",8.83164440987012
"SRPB","ANTsXNet",8.48045043171385
"SRPB","ANTs",9.16697524970443
"SRPB","ANTsXNet",8.29390631990111
"SRPB","ANTs",9.1873707151218
"SRPB","ANTsXNet",8.30977877904547
"SRPB","ANTs",9.47765281320061
"SRPB","ANTsXNet",8.95113787928411
"SRPB","ANTs",9.77541814912348
"SRPB","ANTsXNet",8.70823855967562
"SRPB","ANTs",9.51982628597043
"SRPB","ANTsXNet",8.87640461265512
"SRPB","ANTs",9.3291744775584
"SRPB","ANTsXNet",8.19422581420653
"SRPB","ANTs",9.4735173332886
"SRPB","ANTsXNet",8.48006643664618
"SRPB","ANTs",9.78063589712205
"SRPB","ANTsXNet",8.7129547657386
"SRPB","ANTs",9.51071359745941
"SRPB","ANTsXNet",8.4956677979257
"SRPB","ANTs",9.1129646792938
"SRPB","ANTsXNet",8.41686235085416
"SRPB","ANTs",9.81486344843266
"SRPB","ANTsXNet",8.33165717812132
"SRPB","ANTs",9.46653298956679
"SRPB","ANTsXNet",9.21882502497778
"SRPB","ANTs",9.1628015343779
"SRPB","ANTsXNet",8.1173621060002
"SRPB","ANTs",9.34465852179141
"SRPB","ANTsXNet",8.37938665314168
"SRPB","ANTs",9.03761366871379
"SRPB","ANTsXNet",8.75880517757883
"SRPB","ANTs",9.18347087428427
"SRPB","ANTsXNet",8.3551929688554
"SRPB","ANTs",9.30421475993557
"SRPB","ANTsXNet",8.4500038638045
"SRPB","ANTs",9.27928026837344
"SRPB","ANTsXNet",8.37717718438851
"SRPB","ANTs",8.17071617466364
"SRPB","ANTsXNet",7.43898330880082
"SRPB","ANTs",9.67791719662961
"SRPB","ANTsXNet",8.32926583219104
"SRPB","ANTs",10.1856484428088
"SRPB","ANTsXNet",8.83405292002641
"SRPB","ANTs",9.3629080011141
"SRPB","ANTsXNet",8.42842550368907
"SRPB","ANTs",9.82247122858294
"SRPB","ANTsXNet",8.83194581268834
"SRPB","ANTs",9.74645549421976
"SRPB","ANTsXNet",8.42356166517044
"SRPB","ANTs",9.2347660019929
"SRPB","ANTsXNet",8.19553759951564
"SRPB","ANTs",9.57746848564438
"SRPB","ANTsXNet",8.39208874779976
"SRPB","ANTs",9.52669487849044
"SRPB","ANTsXNet",8.98920962397547
"SRPB","ANTs",9.59698634554515
"SRPB","ANTsXNet",8.6514177971986
"SRPB","ANTs",9.32541463073177
"SRPB","ANTsXNet",8.69841363856959
"SRPB","ANTs",9.65991239958911
"SRPB","ANTsXNet",8.01691611109633
"SRPB","ANTs",10.1005453947355
"SRPB","ANTsXNet",8.62971798123287
"SRPB","ANTs",9.27573393996284
"SRPB","ANTsXNet",8.42065974686846
"SRPB","ANTs",9.68236511887538
"SRPB","ANTsXNet",7.89940481870749
"SRPB","ANTs",9.60989489070328
"SRPB","ANTsXNet",8.41892232902926
"SRPB","ANTs",9.69272596906656
"SRPB","ANTsXNet",8.75446115707171
"SRPB","ANTs",9.61413723926568
"SRPB","ANTsXNet",8.61969963410891
"SRPB","ANTs",9.10235981775485
"SRPB","ANTsXNet",8.5834511572205
"SRPB","ANTs",9.23660208421785
"SRPB","ANTsXNet",8.70233678131691
"SRPB","ANTs",8.92475303171977
"SRPB","ANTsXNet",8.4337183318446
"SRPB","ANTs",9.20512124560031
"SRPB","ANTsXNet",8.45327425222392
"SRPB","ANTs",8.83980441249931
"SRPB","ANTsXNet",8.51953038316893
"SRPB","ANTs",9.65305090713312
"SRPB","ANTsXNet",8.16267631916812
"SRPB","ANTs",9.18371122182525
"SRPB","ANTsXNet",8.50582878554487
"SRPB","ANTs",9.64579487191219
"SRPB","ANTsXNet",8.51861827801892
"SRPB","ANTs",9.71370637096589
"SRPB","ANTsXNet",8.37447188559954
"SRPB","ANTs",9.17859538803825
"SRPB","ANTsXNet",9.16928349324719
"SRPB","ANTs",9.10853011485231
"SRPB","ANTsXNet",9.01644607087831
"SRPB","ANTs",9.86220794605057
"SRPB","ANTsXNet",8.56020091064046
"SRPB","ANTs",8.99635501283415
"SRPB","ANTsXNet",8.28338571771029
"SRPB","ANTs",9.25420115910481
"SRPB","ANTsXNet",8.21376077469217
"SRPB","ANTs",9.07114591327286
"SRPB","ANTsXNet",8.36581018288192
"SRPB","ANTs",9.57733648478733
"SRPB","ANTsXNet",8.51890347196317
"SRPB","ANTs",8.88730234489051
"SRPB","ANTsXNet",8.13759902814319
"SRPB","ANTs",8.86640506519573
"SRPB","ANTsXNet",8.3983360652199
"SRPB","ANTs",9.98147769854372
"SRPB","ANTsXNet",8.88737904500464
"SRPB","ANTs",9.78927531501992
"SRPB","ANTsXNet",8.71649528298894
